symbol,name,sector,exchange
INGERRAND,Ingersoll Rand (India) Limited,NSE Equity,NS
INNOVACAP,Innova Captab Limited,NSE Equity,NS
INNOVANA,Innovana Thinklabs Limited,NSE Equity,NS
INOXGREEN,Inox Green Energy Services Limited,NSE Equity,NS
INOXINDIA,INOX India Limited,NSE Equity,NS
INOXWIND,Inox Wind Limited,NSE Equity,NS
INSECTICID,Insecticides (India) Limited,NSE Equity,NS
INSPIRISYS,Inspirisys Solutions Limited,NSE Equity,NS
INTELLECT,Intellect Design Arena Limited,NSE Equity,NS
INTENTECH,Intense Technologies Limited,NSE Equity,NS
INTERARCH,Interarch Building Solutions Limited,NSE Equity,NS
INTLCONV,International Conveyors Limited,NSE Equity,NS
INVENTURE,Inventure Growth & Securities Limited,NSE Equity,NS
IOB,Indian Overseas Bank,NSE Equity,NS
IOC,Indian Oil Corporation Limited,NSE Equity,NS
IOLCP,IOL Chemicals and Pharmaceuticals Limited,NSE Equity,NS
IONEXCHANG,ION Exchange (India) Limited,NSE Equity,NS
IPCALAB,IPCA Laboratories Limited,NSE Equity,NS
IPL,India Pesticides Limited,NSE Equity,NS
IRB,IRB Infrastructure Developers Limited,NSE Equity,NS
IRCON,Ircon International Limited,NSE Equity,NS
IRCTC,Indian Railway Catering And Tourism Corporation Limited,NSE Equity,NS
IREDA,Indian Renewable Energy Development Agency Limited,NSE Equity,NS
IRFC,Indian Railway Finance Corporation Limited,NSE Equity,NS
IRIS,IRIS RegTech Solutions Limited,NSE Equity,NS
IRISDOREME,Iris Clothings Limited,NSE Equity,NS
IRMENERGY,IRM Energy Limited,NSE Equity,NS
ISFT,Intrasoft Technologies Limited,NSE Equity,NS
ISGEC,Isgec Heavy Engineering Limited,NSE Equity,NS
ISHANCH,Ishan Dyes and Chemicals Limited,NSE Equity,NS
ITC,ITC Limited,NSE Equity,NS
ITCHOTELS,ITC Hotels Limited,NSE Equity,NS
ITDC,India Tourism Development Corporation Limited,NSE Equity,NS
ITI,ITI Limited,NSE Equity,NS
IVALUE,Ivalue Infosolutions Limited,NSE Equity,NS
IVC,IL&FS Investment Managers Limited,NSE Equity,NS
IVP,IVP Limited,NSE Equity,NS
IXIGO,Le Travenues Technology Limited,NSE Equity,NS
IZMO,IZMO Limited,NSE Equity,NS
J&KBANK,The Jammu & Kashmir Bank Limited,NSE Equity,NS
JAGRAN,Jagran Prakashan Limited,NSE Equity,NS
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,NSE Equity,NS
JAIBALAJI,Jai Balaji Industries Limited,NSE Equity,NS
JAICORPLTD,Jai Corp Limited,NSE Equity,NS
JAINREC,Jain Resource Recycling Limited,NSE Equity,NS
JAIPURKURT,Nandani Creation Limited,NSE Equity,NS
JAMNAAUTO,Jamna Auto Industries Limited,NSE Equity,NS
JARO,Jaro Institute of Technology Management and Research Limited,NSE Equity,NS
JASH,Jash Engineering Limited,NSE Equity,NS
JAYAGROGN,Jayant Agro Organics Limited,NSE Equity,NS
JAYBARMARU,Jay Bharat Maruti Limited,NSE Equity,NS
JAYKAY,Jaykay Enterprises Limited,NSE Equity,NS
JAYNECOIND,Jayaswal Neco Industries Limited,NSE Equity,NS
JAYSREETEA,Jayshree Tea & Industries Limited,NSE Equity,NS
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,NSE Equity,NS
JBMA,JBM Auto Limited,NSE Equity,NS
JETFREIGHT,Jet Freight Logistics Limited,NSE Equity,NS
JGCHEM,J.G.Chemicals Limited,NSE Equity,NS
JHS,JHS Svendgaard Laboratories Limited,NSE Equity,NS
JINDALPHOT,Jindal Photo Limited,NSE Equity,NS
JINDALPOLY,Jindal Poly Films Limited,NSE Equity,NS
JINDALSAW,Jindal Saw Limited,NSE Equity,NS
JINDALSTEL,JINDAL STEEL LIMITED,NSE Equity,NS
JINDRILL,Jindal Drilling And Industries Limited,NSE Equity,NS
JINDWORLD,Jindal Worldwide Limited,NSE Equity,NS
JIOFIN,Jio Financial Services Limited,NSE Equity,NS
JISLDVREQS,Jain Irrigation Systems Limited,NSE Equity,NS
JISLJALEQS,Jain Irrigation Systems Limited,NSE Equity,NS
JITFINFRA,JITF Infralogistics Limited,NSE Equity,NS
JKCEMENT,JK Cement Limited,NSE Equity,NS
JKIL,J.Kumar Infraprojects Limited,NSE Equity,NS
JKIPL,Jinkushal Industries Limited,NSE Equity,NS
JKLAKSHMI,JK Lakshmi Cement Limited,NSE Equity,NS
JKPAPER,JK Paper Limited,NSE Equity,NS
JKTYRE,JK Tyre & Industries Limited,NSE Equity,NS
JLHL,Jupiter Life Line Hospitals Limited,NSE Equity,NS
JMA,Jullundur Motor Agency (Delhi) Limited,NSE Equity,NS
JMFINANCIL,JM Financial Limited,NSE Equity,NS
JNKINDIA,JNK India Limited,NSE Equity,NS
JOCIL,Jocil Limited,NSE Equity,NS
JPASSOCIAT,Jaiprakash Associates Limited,NSE Equity,NS
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,NSE Equity,NS
JPPOWER,Jaiprakash Power Ventures Limited,NSE Equity,NS
JSFB,Jana Small Finance Bank Limited,NSE Equity,NS
JSL,Jindal Stainless Limited,NSE Equity,NS
JSLL,Jeena Sikho Lifecare Limited,NSE Equity,NS
JSWCEMENT,JSW Cement Limited,NSE Equity,NS
JSWENERGY,JSW Energy Limited,NSE Equity,NS
JSWHL,JSW Holdings Limited,NSE Equity,NS
JSWINFRA,JSW Infrastructure Limited,NSE Equity,NS
JSWSTEEL,JSW Steel Limited,NSE Equity,NS
JTEKTINDIA,Jtekt India Limited,NSE Equity,NS
JTLIND,JTL INDUSTRIES LIMITED,NSE Equity,NS
JUBLCPL,Jubilant Agri and Consumer Products Limited,NSE Equity,NS
JUBLFOOD,Jubilant Foodworks Limited,NSE Equity,NS
JUBLINGREA,Jubilant Ingrevia Limited,NSE Equity,NS
JUBLPHARMA,Jubilant Pharmova Limited,NSE Equity,NS
JUNIPER,Juniper Hotels Limited,NSE Equity,NS
JUSTDIAL,Just Dial Limited,NSE Equity,NS
JWL,Jupiter Wagons Limited,NSE Equity,NS
JYOTHYLAB,Jyothy Labs Limited,NSE Equity,NS
JYOTICNC,Jyoti CNC Automation Limited,NSE Equity,NS
JYOTISTRUC,Jyoti Structures Limited,NSE Equity,NS
KABRAEXTRU,Kabra Extrusion Technik Limited,NSE Equity,NS
KAJARIACER,Kajaria Ceramics Limited,NSE Equity,NS
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,NSE Equity,NS
KALAMANDIR,Sai Silks (Kalamandir) Limited,NSE Equity,NS
KALPATARU,Kalpataru Limited,NSE Equity,NS
KALYANI,Kalyani Commercials Limited,NSE Equity,NS
KALYANIFRG,Kalyani Forge Limited,NSE Equity,NS
KALYANKJIL,Kalyan Jewellers India Limited,NSE Equity,NS
KAMATHOTEL,Kamat Hotels (I) Limited,NSE Equity,NS
KAMDHENU,Kamdhenu Limited,NSE Equity,NS
KAMOPAINTS,Kamdhenu Ventures Limited,NSE Equity,NS
KANANIIND,Kanani Industries Limited,NSE Equity,NS
KANORICHEM,Kanoria Chemicals & Industries Limited,NSE Equity,NS
KANPRPLA,Kanpur Plastipack Limited,NSE Equity,NS
KANSAINER,Kansai Nerolac Paints Limited,NSE Equity,NS
KAPSTON,Kapston Services Limited,NSE Equity,NS
KARMAENG,Karma Energy Limited,NSE Equity,NS
KARURVYSYA,Karur Vysya Bank Limited,NSE Equity,NS
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,NSE Equity,NS
KAVDEFENCE,Kavveri Defence & Wireless Technologies Limited,NSE Equity,NS
KAYA,Kaya Limited,NSE Equity,NS
KAYNES,Kaynes Technology India Limited,NSE Equity,NS
KCP,KCP Limited,NSE Equity,NS
KCPSUGIND,KCP Sugar and Industries Corporation Limited,NSE Equity,NS
KDDL,KDDL Limited,NSE Equity,NS
KEC,KEC International Limited,NSE Equity,NS
KECL,Kirloskar Electric Company Limited,NSE Equity,NS
KEEPLEARN,DSJ Keep Learning Limited,NSE Equity,NS
KEI,KEI Industries Limited,NSE Equity,NS
KELLTONTEC,Kellton Tech Solutions Limited,NSE Equity,NS
KERNEX,Kernex Microsystems (India) Limited,NSE Equity,NS
KESORAMIND,Kesoram Industries Limited,NSE Equity,NS
KEYFINSERV,Keynote Financial Services Limited,NSE Equity,NS
KFINTECH,Kfin Technologies Limited,NSE Equity,NS
KHADIM,Khadim India Limited,NSE Equity,NS
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,NSE Equity,NS
KHAITANLTD,Khaitan (India) Limited,NSE Equity,NS
KHANDSE,Khandwala Securities Limited,NSE Equity,NS
KICL,Kalyani Investment Company Limited,NSE Equity,NS
KILITCH,Kilitch Drugs (India) Limited,NSE Equity,NS
KIMS,Krishna Institute of Medical Sciences Limited,NSE Equity,NS
KINGFA,Kingfa Science & Technology (India) Limited,NSE Equity,NS
KIOCL,KIOCL Limited,NSE Equity,NS
KIRIINDUS,Kiri Industries Limited,NSE Equity,NS
KIRLOSBROS,Kirloskar Brothers Limited,NSE Equity,NS
KIRLOSENG,Kirloskar Oil Engines Limited,NSE Equity,NS
KIRLOSIND,Kirloskar Industries Limited,NSE Equity,NS
KIRLPNU,Kirloskar Pneumatic Company Limited,NSE Equity,NS
KITEX,Kitex Garments Limited,NSE Equity,NS
KKCL,Kewal Kiran Clothing Limited,NSE Equity,NS
KMEW,Knowledge Marine & Engineering Works Limited,NSE Equity,NS
KMSUGAR,K.M.Sugar Mills Limited,NSE Equity,NS
KNAGRI,KN Agri Resources Limited,NSE Equity,NS
KNRCON,KNR Constructions Limited,NSE Equity,NS
KOHINOOR,Kohinoor Foods Limited,NSE Equity,NS
KOKUYOCMLN,Kokuyo Camlin Limited,NSE Equity,NS
KOLTEPATIL,Kolte - Patil Developers Limited,NSE Equity,NS
KOPRAN,Kopran Limited,NSE Equity,NS
KOTAKBANK,Kotak Mahindra Bank Limited,NSE Equity,NS
KOTARISUG,Kothari Sugars And Chemicals Limited,NSE Equity,NS
KOTHARIPET,Kothari Petrochemicals Limited,NSE Equity,NS
KOTHARIPRO,Kothari Products Limited,NSE Equity,NS
KPEL,K.P. Energy Limited,NSE Equity,NS
KPIGREEN,KPI Green Energy Limited,NSE Equity,NS
KPIL,Kalpataru Projects International Limited,NSE Equity,NS
KPITTECH,KPIT Technologies Limited,NSE Equity,NS
KPRMILL,K.P.R. Mill Limited,NSE Equity,NS
KRBL,KRBL Limited,NSE Equity,NS
KREBSBIO,Krebs Biochemicals and Industries Limited,NSE Equity,NS
KRIDHANINF,Kridhan Infra Limited,NSE Equity,NS
KRISHANA,Krishana Phoschem Limited,NSE Equity,NS
KRISHFL-RE,Krishival Foods Limited-RE,NSE Equity,NS
KRISHIVAL,Krishival Foods Limited,NSE Equity,NS
KRISHNADEF,Krishna Defence And Allied Industries Limited,NSE Equity,NS
KRITI,Kriti Industries (India) Limited,NSE Equity,NS
KRITIKA,Kritika Wires Limited,NSE Equity,NS
KRITINUT,Kriti Nutrients Limited,NSE Equity,NS
KRN,KRN Heat Exchanger and Refrigeration Limited,NSE Equity,NS
KRONOX,Kronox Lab Sciences Limited,NSE Equity,NS
KROSS,Kross Limited,NSE Equity,NS
KRSNAA,Krsnaa Diagnostics Limited,NSE Equity,NS
KRYSTAL,Krystal Integrated Services Limited,NSE Equity,NS
KSB,Ksb Limited,NSE Equity,NS
KSCL,Kaveri Seed Company Limited,NSE Equity,NS
KSHINTL,KSH International Limited,NSE Equity,NS
KSHITIJPOL,Kshitij Polyline Limited,NSE Equity,NS
KSL,Kalyani Steels Limited,NSE Equity,NS
KSOLVES,Ksolves India Limited,NSE Equity,NS
KSR,KSR Footwear Limited,NSE Equity,NS
KTKBANK,The Karnataka Bank Limited,NSE Equity,NS
KUANTUM,Kuantum Papers Limited,NSE Equity,NS
LAGNAM,Lagnam Spintex Limited,NSE Equity,NS
LAKPRE,Lakshmi Precision Screws Limited,NSE Equity,NS
LAL,Lorenzini Apparels Limited,NSE Equity,NS
LALPATHLAB,Dr. Lal Path Labs Ltd.,NSE Equity,NS
LAMBODHARA,Lambodhara Textiles Limited,NSE Equity,NS
LANCORHOL,Lancor Holdings Limited,NSE Equity,NS
LANDMARK,Landmark Cars Limited,NSE Equity,NS
LAOPALA,La Opala RG Limited,NSE Equity,NS
LASA,Lasa Supergenerics Limited,NSE Equity,NS
LATENTVIEW,Latent View Analytics Limited,NSE Equity,NS
LATTEYS,Latteys Industries Limited,NSE Equity,NS
LAURUSLABS,Laurus Labs Limited,NSE Equity,NS
LAXMICOT,Laxmi Cotspin Limited,NSE Equity,NS
LAXMIDENTL,Laxmi Dental Limited,NSE Equity,NS
LAXMIINDIA,Laxmi India Finance Limited,NSE Equity,NS
LCCINFOTEC,LCC Infotech Limited,NSE Equity,NS
LEMERITE,Le Merite Exports Limited,NSE Equity,NS
LEMONTREE,Lemon Tree Hotels Limited,NSE Equity,NS
LENSKART,Lenskart Solutions Limited,NSE Equity,NS
LEXUS,Lexus Granito (India) Limited,NSE Equity,NS
LFIC,Lakshmi Finance & Industrial Corporation Limited,NSE Equity,NS
LGBBROSLTD,LG Balakrishnan & Bros Limited,NSE Equity,NS
LGEINDIA,LG Electronics India Limited,NSE Equity,NS
LGHL,Laxmi Goldorna House Limited,NSE Equity,NS
LIBAS,Libas Consumer Products Limited,NSE Equity,NS
LIBERTSHOE,Liberty Shoes Limited,NSE Equity,NS
LICHSGFIN,LIC Housing Finance Limited,NSE Equity,NS
LICI,Life Insurance Corporation Of India,NSE Equity,NS
LIKHITHA,Likhitha Infrastructure Limited,NSE Equity,NS
LINC,Linc Limited,NSE Equity,NS
LINCOLN,Lincoln Pharmaceuticals Limited,NSE Equity,NS
LINDEINDIA,Linde India Limited,NSE Equity,NS
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE Equity,NS
LLOYDSENT,Lloyds Enterprises Limited,NSE Equity,NS
LLOYDSME,Lloyds Metals And Energy Limited,NSE Equity,NS
LMW,LMW Limited,NSE Equity,NS
LODHA,Lodha Developers Limited,NSE Equity,NS
LOKESHMACH,Lokesh Machines Limited,NSE Equity,NS
LORDSCHLO,Lords Chloro Alkali Limited,NSE Equity,NS
LOTUSDEV,Sri Lotus Developers and Realty Limited,NSE Equity,NS
LOTUSEYE,Lotus Eye Hospital and Institute Limited,NSE Equity,NS
LOVABLE,Lovable Lingerie Limited,NSE Equity,NS
LOYALTEX,Loyal Textile Mills Limited,NSE Equity,NS
LPDC,Landmark Property Development Company Limited,NSE Equity,NS
LT,Larsen & Toubro Limited,NSE Equity,NS
LTF,L&T Finance Limited,NSE Equity,NS
LTFOODS,LT Foods Limited,NSE Equity,NS
LTIM,LTIMindtree Limited,NSE Equity,NS
LTTS,L&T Technology Services Limited,NSE Equity,NS
LUMAXIND,Lumax Industries Limited,NSE Equity,NS
LUMAXTECH,Lumax Auto Technologies Limited,NSE Equity,NS
LUPIN,Lupin Limited,NSE Equity,NS
LUXIND,Lux Industries Limited,NSE Equity,NS
LXCHEM,Laxmi Organic Industries Limited,NSE Equity,NS
LYKALABS,Lyka Labs Limited,NSE Equity,NS
LYPSAGEMS,Lypsa Gems & Jewellery Limited,NSE Equity,NS
M&M,Mahindra & Mahindra Limited,NSE Equity,NS
M&MFIN,Mahindra & Mahindra Financial Services Limited,NSE Equity,NS
MAANALU,Maan Aluminium Limited,NSE Equity,NS
MACPOWER,Macpower CNC Machines Limited,NSE Equity,NS
MADHAV,Madhav Marbles and Granites Limited,NSE Equity,NS
MADHUCON,Madhucon Projects Limited,NSE Equity,NS
MADRASFERT,Madras Fertilizers Limited,NSE Equity,NS
MAGADSUGAR,Magadh Sugar & Energy Limited,NSE Equity,NS
MAGNUM,Magnum Ventures Limited,NSE Equity,NS
MAHABANK,Bank of Maharashtra,NSE Equity,NS
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,NSE Equity,NS
MAHASTEEL,Mahamaya Steel Industries Limited,NSE Equity,NS
MAHEPC,Mahindra EPC Irrigation Limited,NSE Equity,NS
MAHESHWARI,Maheshwari Logistics Limited,NSE Equity,NS
MAHLIFE,Mahindra Lifespace Developers Limited,NSE Equity,NS
MAHLOG,Mahindra Logistics Limited,NSE Equity,NS
MAHSCOOTER,Maharashtra Scooters Limited,NSE Equity,NS
MAHSEAMLES,Maharashtra Seamless Limited,NSE Equity,NS
MAITHANALL,Maithan Alloys Limited,NSE Equity,NS
MALLCOM,Mallcom (India) Limited,NSE Equity,NS
MALUPAPER,Malu Paper Mills Limited,NSE Equity,NS
MAMATA,Mamata Machinery Limited,NSE Equity,NS
MANAKALUCO,Manaksia Aluminium Company Limited,NSE Equity,NS
MANAKCOAT,Manaksia Coated Metals & Industries Limited,NSE Equity,NS
MANAKSIA,Manaksia Limited,NSE Equity,NS
MANAKSTEEL,Manaksia Steels Limited,NSE Equity,NS
MANALIPETC,Manali Petrochemicals Limited,NSE Equity,NS
MANAPPURAM,Manappuram Finance Limited,NSE Equity,NS
MANBA,Manba Finance Limited,NSE Equity,NS
MANCREDIT,Mangal Credit and Fincorp Limited,NSE Equity,NS
MANGALAM,Mangalam Drugs And Organics Limited,NSE Equity,NS
MANGLMCEM,Mangalam Cement Limited,NSE Equity,NS
MANINDS,Man Industries (India) Limited,NSE Equity,NS
MANINFRA,Man Infraconstruction Limited,NSE Equity,NS
MANKIND,Mankind Pharma Limited,NSE Equity,NS
MANOMAY,Manomay Tex India Limited,NSE Equity,NS
MANORAMA,Manorama Industries Limited,NSE Equity,NS
MANORG,Mangalam Organics Limited,NSE Equity,NS
MANUGRAPH,Manugraph India Limited,NSE Equity,NS
MANYAVAR,Vedant Fashions Limited,NSE Equity,NS
MAPMYINDIA,C.E. Info Systems Limited,NSE Equity,NS
MARALOVER,Maral Overseas Limited,NSE Equity,NS
MARATHON,Marathon Nextgen Realty Limited,NSE Equity,NS
MARICO,Marico Limited,NSE Equity,NS
MARINE,Marine Electricals (India) Limited,NSE Equity,NS
MARKOLINES,Markolines Pavement Technologies Limited,NSE Equity,NS
MARKSANS,Marksans Pharma Limited,NSE Equity,NS
MARSHALL,Marshall Machines Limited,NSE Equity,NS
MARUTI,Maruti Suzuki India Limited,NSE Equity,NS
MASFIN,MAS Financial Services Limited,NSE Equity,NS
MASKINVEST,Mask Investments Limited,NSE Equity,NS
MASTEK,Mastek Limited,NSE Equity,NS
MASTERTR,Master Trust Limited,NSE Equity,NS
MATRIMONY,Matrimony.Com Limited,NSE Equity,NS
MAWANASUG,Mawana Sugars Limited,NSE Equity,NS
MAXESTATES,Max Estates Limited,NSE Equity,NS
MAXHEALTH,Max Healthcare Institute Limited,NSE Equity,NS
MAXIND,Max India Limited,NSE Equity,NS
MAYURUNIQ,Mayur Uniquoters Ltd,NSE Equity,NS
MAZDA,Mazda Limited,NSE Equity,NS
MAZDOCK,Mazagon Dock Shipbuilders Limited,NSE Equity,NS
MBAPL,Madhya Bharat Agro Products Limited,NSE Equity,NS
MBEL,M & B Engineering Limited,NSE Equity,NS
MBLINFRA,MBL Infrastructure Limited,NSE Equity,NS
MCL,Madhav Copper Limited,NSE Equity,NS
MCLEODRUSS,Mcleod Russel India Limited,NSE Equity,NS
MCLOUD,Magellanic Cloud Limited,NSE Equity,NS
MCX,Multi Commodity Exchange of India Limited,NSE Equity,NS
MEDANTA,Global Health Limited,NSE Equity,NS
MEDIASSIST,Medi Assist Healthcare Services Limited,NSE Equity,NS
MEDICAMEQ,Medicamen Biotech Limited,NSE Equity,NS
MEDICO,Medico Remedies Limited,NSE Equity,NS
MEDPLUS,Medplus Health Services Limited,NSE Equity,NS
MEESHO,Meesho Limited,NSE Equity,NS
MEGASOFT,Megasoft Limited,NSE Equity,NS
MEGASTAR,Megastar Foods Limited,NSE Equity,NS
MEIL,Mangal Electrical Industries Limited,NSE Equity,NS
MENONBE,Menon Bearings Limited,NSE Equity,NS
MEP,MEP Infrastructure Developers Limited,NSE Equity,NS
METROBRAND,Metro Brands Limited,NSE Equity,NS
METROPOLIS,Metropolis Healthcare Limited,NSE Equity,NS
MFML,Mahalaxmi Fabric Mills Limited,NSE Equity,NS
MFSL,Max Financial Services Limited,NSE Equity,NS
MGEL,Mangalam Global Enterprise Limited,NSE Equity,NS
MGL,Mahanagar Gas Limited,NSE Equity,NS
MHLXMIRU,Mahalaxmi Rubtech Limited,NSE Equity,NS
MHRIL,Mahindra Holidays & Resorts India Limited,NSE Equity,NS
MICEL,MIC Electronics Limited,NSE Equity,NS
MIDHANI,Mishra Dhatu Nigam Limited,NSE Equity,NS
MIDWESTLTD,Midwest Limited,NSE Equity,NS
MINDACORP,Minda Corporation Limited,NSE Equity,NS
MINDTECK,Mindteck (India) Limited,NSE Equity,NS
MIRCELECTR,MIRC Electronics Limited,NSE Equity,NS
MIRZAINT,Mirza International Limited,NSE Equity,NS
MITCON,MITCON Consultancy & Engineering Services Limited,NSE Equity,NS
MITTAL,Mittal Life Style Limited,NSE Equity,NS
MKPL,M K Proteins Limited,NSE Equity,NS
MMFL,MM Forgings Limited,NSE Equity,NS
MMP,MMP Industries Limited,NSE Equity,NS
MMTC,MMTC Limited,NSE Equity,NS
MOBIKWIK,One Mobikwik Systems Limited,NSE Equity,NS
MODINATUR,Modi Naturals Limited,NSE Equity,NS
MODIRUBBER,Modi Rubber Limited,NSE Equity,NS
MODIS,Modis Navnirman Limited,NSE Equity,NS
MODISONLTD,MODISON LIMITED,NSE Equity,NS
MODTHREAD,Modern Threads (India) Limited,NSE Equity,NS
MOHITIND,Mohit Industries Limited,NSE Equity,NS
MOIL,MOIL Limited,NSE Equity,NS
MOKSH,Moksh Ornaments Limited,NSE Equity,NS
MOL,Meghmani Organics Limited,NSE Equity,NS
MOLDTECH,Mold-Tek Technologies Limited,NSE Equity,NS
MOLDTKPAC,Mold-Tek Packaging Limited,NSE Equity,NS
MONARCH,Monarch Networth Capital Limited,NSE Equity,NS
MONEYBOXX,Moneyboxx Finance Limited,NSE Equity,NS
MONTECARLO,Monte Carlo Fashions Limited,NSE Equity,NS
MORARJEE,Morarjee Textiles Limited,NSE Equity,NS
MOREPENLAB,Morepen Laboratories Limited,NSE Equity,NS
MOSCHIP,Moschip Technologies Limited,NSE Equity,NS
MOTHERSON,Samvardhana Motherson International Limited,NSE Equity,NS
MOTILALOFS,Motilal Oswal Financial Services Limited,NSE Equity,NS
MOTISONS,Motisons Jewellers Limited,NSE Equity,NS
MOTOGENFIN,The Motor & General Finance Limited,NSE Equity,NS
MPHASIS,MphasiS Limited,NSE Equity,NS
MPSLTD,MPS Limited,NSE Equity,NS
MRF,MRF Limited,NSE Equity,NS
MRPL,Mangalore Refinery and Petrochemicals Limited,NSE Equity,NS
MSPL,MSP Steel & Power Limited,NSE Equity,NS
MSTCLTD,Mstc Limited,NSE Equity,NS
MSUMI,Motherson Sumi Wiring India Limited,NSE Equity,NS
MTARTECH,Mtar Technologies Limited,NSE Equity,NS
MTEDUCARE,MT Educare Limited,NSE Equity,NS
MTNL,Mahanagar Telephone Nigam Limited,NSE Equity,NS
MUFIN,Mufin Green Finance Limited,NSE Equity,NS
MUFTI,Credo Brands Marketing Limited,NSE Equity,NS
MUKANDLTD,Mukand Limited,NSE Equity,NS
MUKKA,Mukka Proteins Limited,NSE Equity,NS
MUKTAARTS,Mukta Arts Limited,NSE Equity,NS
MUNJALAU,Munjal Auto Industries Limited,NSE Equity,NS
MUNJALSHOW,Munjal Showa Limited,NSE Equity,NS
MURUDCERA,Murudeshwar Ceramics Limited,NSE Equity,NS
MUTHOOTCAP,Muthoot Capital Services Limited,NSE Equity,NS
MUTHOOTFIN,Muthoot Finance Limited,NSE Equity,NS
MUTHOOTMF,Muthoot Microfin Limited,NSE Equity,NS
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,NSE Equity,NS
MWL,Mangalam Worldwide Limited,NSE Equity,NS
NACLIND,NACL Industries Limited,NSE Equity,NS
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,NSE Equity,NS
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,NSE Equity,NS
NAGREEKEXP,Nagreeka Exports Limited,NSE Equity,NS
NAHARCAP,Nahar Capital and Financial Services Limited,NSE Equity,NS
NAHARINDUS,Nahar Industrial Enterprises Limited,NSE Equity,NS
NAHARPOLY,Nahar Poly Films Limited,NSE Equity,NS
NAHARSPING,Nahar Spinning Mills Limited,NSE Equity,NS
NAM-INDIA,Nippon Life India Asset Management Limited,NSE Equity,NS
NARMADA,Narmada Agrobase Limited,NSE Equity,NS
NATCAPSUQ,Natural Capsules Limited,NSE Equity,NS
NATCOPHARM,Natco Pharma Limited,NSE Equity,NS
NATHBIOGEN,Nath Bio-Genes (India) Limited,NSE Equity,NS
NATIONALUM,National Aluminium Company Limited,NSE Equity,NS
NAUKRI,Info Edge (India) Limited,NSE Equity,NS
NAVA,NAVA LIMITED,NSE Equity,NS
NAVINFLUOR,Navin Fluorine International Limited,NSE Equity,NS
NAVKARCORP,Navkar Corporation Limited,NSE Equity,NS
NAVKARURB,Navkar Urbanstructure Limited,NSE Equity,NS
NAVNETEDUL,Navneet Education Limited,NSE Equity,NS
NAZARA,Nazara Technologies Limited,NSE Equity,NS
NBCC,NBCC (India) Limited,NSE Equity,NS
NBIFIN,N. B. I. Industrial Finance Company Limited,NSE Equity,NS
NCC,NCC Limited,NSE Equity,NS
NCLIND,NCL Industries Limited,NSE Equity,NS
NDGL,Naga Dhunseri Group Limited,NSE Equity,NS
NDL,Nandan Denim Limited,NSE Equity,NS
NDLVENTURE,NDL Ventures Limited,NSE Equity,NS
NDRAUTO,Ndr Auto Components Limited,NSE Equity,NS
NDTV,New Delhi Television Limited,NSE Equity,NS
NECCLTD,North Eastern Carrying Corporation Limited,NSE Equity,NS
NECLIFE,Nectar Lifesciences Limited,NSE Equity,NS
NELCAST,Nelcast Limited,NSE Equity,NS
NELCO,NELCO Limited,NSE Equity,NS
NEOGEN,Neogen Chemicals Limited,NSE Equity,NS
NEPHROPLUS,Nephrocare Health Services Limited,NSE Equity,NS
NESCO,Nesco Limited,NSE Equity,NS
NESTLEIND,Nestle India Limited,NSE Equity,NS
NETWEB,Netweb Technologies India Limited,NSE Equity,NS
NETWORK18,Network18 Media & Investments Limited,NSE Equity,NS
NEUEON,Neueon Corporation Limited,NSE Equity,NS
NEULANDLAB,Neuland Laboratories Limited,NSE Equity,NS
NEWGEN,Newgen Software Technologies Limited,NSE Equity,NS
NEXTMEDIA,Next Mediaworks Limited,NSE Equity,NS
NFL,National Fertilizers Limited,NSE Equity,NS
NGIL,Nakoda Group of Industries Limited,NSE Equity,NS
NGLFINE,NGL Fine-Chem Limited,NSE Equity,NS
NH,Narayana Hrudayalaya Ltd.,NSE Equity,NS
NHPC,NHPC Limited,NSE Equity,NS
NIACL,The New India Assurance Company Limited,NSE Equity,NS
NIBE,NIBE Limited,NSE Equity,NS
NIBL,NRB Industrial Bearings Limited,NSE Equity,NS
NIITLTD,NIIT Limited,NSE Equity,NS
NIITMTS,NIIT Learning Systems Limited,NSE Equity,NS
NILAINFRA,Nila Infrastructures Limited,NSE Equity,NS
NILASPACES,Nila Spaces Limited,NSE Equity,NS
NILKAMAL,Nilkamal Limited,NSE Equity,NS
NINSYS,NINtec Systems Limited,NSE Equity,NS
NIPPOBATRY,Indo-National Limited,NSE Equity,NS
NIRAJ,Niraj Cement Structurals Limited,NSE Equity,NS
NIRAJISPAT,Niraj Ispat Industries Limited,NSE Equity,NS
NITCO,Nitco Limited,NSE Equity,NS
NITINSPIN,Nitin Spinners Limited,NSE Equity,NS
NITIRAJ,Nitiraj Engineers Limited,NSE Equity,NS
NIVABUPA,Niva Bupa Health Insurance Company Limited,NSE Equity,NS
